2QPMG	1				AT1G14920.1,AT1G66350.1,AT2G01570.1,AT3G03450.1,AT5G17490.1			
2QPMH	1				AT1G12710.1,AT1G63090.1,AT3G61060.2,AT5G52120.1			
2QPMI	2	ENSP00000364567,ENSP00000420200	ENSDARP00000060967,ENSDARP00000108490					
2QPMK	2	ENSP00000362186,ENSP00000367096	ENSDARP00000086722,ENSDARP00000101477					
2QPMM	2						SPAC16A10.01.1,SPAC7D4.12c.1	YJL107C,YJL108C
2QPMN	2	ENSP00000375311	ENSDARP00000127713					
2QPMP	3	ENSP00000386452	ENSDARP00000105162	Y39A1A.9				
2QPMQ	2						SPBC1347.04.1	YJL054W
2QPMR	2	ENSP00000385689	ENSDARP00000047250,ENSDARP00000116431					
2QPMS	1				AT1G11480.1			
2QPMT	1				AT1G09157.1,AT5G39650.1			
2QPMU	1				AT1G28130.1,AT1G48670.1,AT1G48690.1,AT5G13350.1,AT5G13360.3,AT5G13370.1,AT5G13380.1			
2QPMV	1		ENSDARP00000108809					
2QPMW	3	ENSP00000301671	ENSDARP00000122067		AT1G23160.1,AT2G14960.1,AT2G23170.1,AT2G46370.4,AT2G47750.1,AT4G37390.1,AT5G13320.1			
2QPMX	2						SPBC1289.04c.1	YER114C
2QPMY	1				AT1G19540.1,AT1G75280.1,AT1G75290.1,AT1G75300.1,AT4G39230.1			
2QPMZ	1				AT5G07400.1			
2QPN0	1				AT2G43200.1			
2QPN1	1				AT3G51050.1			
2QPN2	2	ENSP00000347224	ENSDARP00000099988					
2QPN3	2	ENSP00000368102	ENSDARP00000031745					
2QPN5	1				AT1G28520.1			
2QPN9	1				AT1G64620.1,AT4G24060.1			
2QPNA	4	ENSP00000264020	ENSDARP00000083038	F46F6.4a		FBpp0080628		
2QPNB	1				AT1G04250.1,AT3G04730.1,AT3G23050.1,AT4G14550.1			
2QPNC	1				AT1G50420.1			
2QPND	1				AT2G39950.1			
2QPNF	1				AT4G33350.1			
2QPNG	1		ENSDARP00000102223					
2QPNH	2	ENSP00000484715	ENSDARP00000118257					
2QPNI	1				AT1G27090.1			
2QPNJ	1				AT2G18790.1,AT4G16250.1			
2QPNK	1				AT1G64810.2,AT5G57930.2			
2QPNM	1					FBpp0080588		
2QPNN	1				AT5G60050.1			
2QPNP	2	ENSP00000299339	ENSDARP00000065498,ENSDARP00000076338					
2QPNQ	2	ENSP00000333593	ENSDARP00000105484					
2QPNS	2	ENSP00000386280	ENSDARP00000089318					
2QPNT	2	ENSP00000308591	ENSDARP00000102615					
2QPNU	1				AT1G11320.1			
2QPNV	2	ENSP00000265342,ENSP00000305334	ENSDARP00000058795,ENSDARP00000065082,ENSDARP00000109943					
2QPNX	2	ENSP00000360323	ENSDARP00000097597					
2QPNY	2	ENSP00000358824,ENSP00000378053	ENSDARP00000033750,ENSDARP00000095198					
2QPNZ	1				AT1G23330.1			
2QPP0	2	ENSP00000378760	ENSDARP00000112736					
2QPP1	1				AT3G60310.1			
2QPP2	1				AT2G36885.1			
2QPP3	1				AT1G73240.1			
2QPP4	2	ENSP00000393324	ENSDARP00000015325					
2QPP5	2	ENSP00000258888,ENSP00000354991	ENSDARP00000097719,ENSDARP00000107108,ENSDARP00000122327					
2QPP6	1				AT1G45249.3,AT1G49720.2,AT3G19290.3,AT4G34000.1,AT5G42910.1			
2QPP7	1				AT1G22410.1,AT4G33510.1,AT4G39980.1			
2QPP8	1				AT1G13280.1,AT3G25760.1,AT3G25770.1,AT3G25780.1			
2QPP9	1				AT3G02350.1			
2QPPA	1				AT4G16690.1			
2QPPC	1				AT3G06080.2,AT5G19160.1			
2QPPD	1				AT1G11940.1,AT1G62305.1,AT1G68380.1,AT1G73810.1			
2QPPE	3	ENSP00000331720	ENSDARP00000011098,ENSDARP00000072200			FBpp0297067		
2QPPG	2	ENSP00000380283	ENSDARP00000113473					
2QPPH	1				AT3G45780.2,AT5G58140.2			
2QPPI	2	ENSP00000340975	ENSDARP00000110269					
2QPPJ	1				AT1G04030.1,AT5G44040.1			
2QPPK	1				AT2G31340.1			
2QPPM	1				AT3G04950.1			
2QPPQ	1				AT1G74390.1,AT5G07710.1,AT5G61390.1			
2QPPS	1				AT3G57570.2			
2QPPT	1	ENSP00000356825						
2QPPU	2	ENSP00000402661	ENSDARP00000091517					
2QPPV	1				AT1G50000.1			
2QPPW	1				AT4G39970.1			
2QPPX	2	ENSP00000167106,ENSP00000428324	ENSDARP00000114200,ENSDARP00000127404					
2QPPY	1				AT2G14260.1			
2QPPZ	1				AT2G02910.1			
2QPQ1	1				AT1G30050.1,AT2G30530.1,AT5G01970.1			
2QPQ2	3	ENSP00000344572	ENSDARP00000022333,ENSDARP00000035929,ENSDARP00000119615			FBpp0304973		
2QPQ3	1		ENSDARP00000091384					
2QPQ4	1				AT1G24650.1,AT1G66150.1,AT2G01820.1			
2QPQ5	2	ENSP00000366673	ENSDARP00000080737,ENSDARP00000097549					
2QPQ6	1				AT5G50210.1			
2QPQ7	4	ENSP00000348984	ENSDARP00000101748	D1037.1		FBpp0076793,FBpp0081550		
2QPQ8	3	ENSP00000240185	ENSDARP00000058554,ENSDARP00000128116			FBpp0075370,FBpp0088568		
2QPQ9	2	ENSP00000313933	ENSDARP00000007564					
2QPQA	1				AT5G58130.1			
2QPQB	1				AT3G51770.2,AT4G02680.1			
2QPQC	3			EEED8.14,H43E16.1,T19D12.1,T19D12.2a.2,T19D12.3		FBpp0070525,FBpp0078868,FBpp0291870		YAL063C,YAR050W,YHR211W,YHR213W,YKR102W
2QPQD	2		ENSDARP00000100723,ENSDARP00000105615,ENSDARP00000109275		AT2G06500.1,AT3G29638.1,AT4G10200.1			
2QPQE	2	ENSP00000331474	ENSDARP00000127179					
2QPQG	1				AT2G41040.1			
2QPQH	3	ENSP00000262138	ENSDARP00000057324,ENSDARP00000099217	C18D1.4				
2QPQI	1				AT1G19680.1,AT1G75400.1,AT2G21500.1,AT4G39140.3			
2QPQJ	3	ENSP00000264968,ENSP00000338487,ENSP00000421185	ENSDARP00000000748,ENSDARP00000006873,ENSDARP00000123093			FBpp0075440,FBpp0075451		
2QPQK	1				AT2G37860.3,AT5G22790.1			
2QPQM	2						SPAC3H8.06.1	YKL004W
2QPQN	1		ENSDARP00000105441					
2QPQP	1				AT2G31840.1			
2QPQQ	2	ENSP00000379144	ENSDARP00000100679					
2QPQR	1				AT4G34980.1			
2QPQT	1				AT1G50280.1,AT3G19850.1			
2QPQU	1				AT2G03390.1			
2QPQW	2	ENSP00000366702	ENSDARP00000105673,ENSDARP00000109854					
2QPQX	1				AT2G30590.1,AT3G04670.1,AT5G28650.1			
2QPQY	2	ENSP00000376865	ENSDARP00000100961					
2QPQZ	1				AT1G62981.2,AT4G11950.1,AT4G22900.1			
2QPR0	1					FBpp0289828		
2QPR1	3	ENSP00000387075,ENSP00000476820	ENSDARP00000107884,ENSDARP00000108636	C05G5.5a				
2QPR2	1				AT1G26850.2			
2QPR3	1		ENSDARP00000054980					
2QPR4	1				AT5G43600.1			
2QPR5	4	ENSP00000383059	ENSDARP00000013189,ENSDARP00000014072		AT1G10890.1	FBpp0079491		
2QPR6	1							YGR111W
2QPR8	1				AT5G50375.2			
2QPR9	1							YEL023C
2QPRA	1				AT4G10000.1			
2QPRB	1				AT5G52900.1			
2QPRC	2	ENSP00000281631,ENSP00000456348	ENSDARP00000062653,ENSDARP00000067065,ENSDARP00000100775,ENSDARP00000112689,ENSDARP00000117827					
2QPRE	1				AT1G53345.1			
2QPRF	1				AT2G41610.1			
2QPRG	1				AT1G62780.1			
2QPRH	3	ENSP00000368540,ENSP00000389445	ENSDARP00000086571,ENSDARP00000120289,ENSDARP00000120498			FBpp0100030		
2QPRI	1				AT1G15820.1			
2QPRJ	1				AT1G19800.2			
2QPRM	1				AT4G11070.1,AT4G23810.1,AT5G24110.1			
2QPRP	1				AT2G38040.1			
2QPRQ	2	ENSP00000373808	ENSDARP00000088237,ENSDARP00000107869					
2QPRS	1				AT5G13730.1			
2QPRU	2	ENSP00000338641,ENSP00000467083	ENSDARP00000079481					
2QPRV	1				AT1G04280.1,AT1G06750.2,AT2G30630.2			
2QPRW	1				AT1G01900.1			
2QPRX	3	ENSP00000334665,ENSP00000371798	ENSDARP00000077372,ENSDARP00000077647,ENSDARP00000094422,ENSDARP00000098380			FBpp0290893		
2QPRY	1	ENSP00000379038						
2QPRZ	3	ENSP00000357079	ENSDARP00000089064			FBpp0070726,FBpp0078155		
2QPS0	1				AT1G22650.1,AT1G35580.2,AT1G72000.1,AT4G09510.1,AT4G34860.1			
2QPS1	2				AT1G48420.1		SPAC922.03.1	
2QPS2	2	ENSP00000218436,ENSP00000266041,ENSP00000351190,ENSP00000380333,ENSP00000415769	ENSDARP00000037689,ENSDARP00000066932,ENSDARP00000066933,ENSDARP00000071811,ENSDARP00000072911,ENSDARP00000113767					
2QPS3	1				AT4G33540.1			
2QPS4	1				AT1G14430.1,AT1G19900.1,AT1G67290.1,AT1G75620.1,AT3G53950.1,AT3G57620.1,AT5G19580.1			
2QPS5	3	ENSP00000264499	ENSDARP00000078268	Y75B8A.12				
2QPS6	4	ENSP00000339613	ENSDARP00000066423	K10G9.3b		FBpp0070283		
2QPS7	1				AT3G07310.1,AT5G48590.1			
2QPS8	1				AT2G31530.1			
2QPSA	1				AT1G31120.1,AT1G60160.1,AT1G70300.1,AT2G30070.1,AT2G35060.2,AT2G40540.1,AT3G02050.1,AT4G13420.1,AT4G19960.1,AT4G33530.1,AT5G09400.1,AT5G14880.1			
2QPSC	1				AT1G31010.1,AT4G20010.1			
2QPSD	3	ENSP00000204566	ENSDARP00000107717,ENSDARP00000109573		AT4G12230.1			
2QPSF	1				AT3G55550.1			
2QPSG	2	ENSP00000295092	ENSDARP00000020319					
2QPSH	2	ENSP00000257860	ENSDARP00000129087					
2QPSI	1	ENSP00000286760						
2QPSJ	1				AT1G08800.2,AT2G30690.1			
2QPSK	1				AT2G32500.1			
2QPSM	1				AT3G54480.1			
2QPSN	1					FBpp0112315		
2QPSP	1				AT3G26115.2			
2QPSQ	1		ENSDARP00000104629					
2QPSR	1				AT1G52630.1			
2QPSS	1				AT3G20680.1			
2QPST	2						SPAC19B12.02c.1,SPBC29A10.08.1	YMR307W
2QPSU	2						SPAC24H6.10c.1,SPAP8A3.07c.1	YBR249C,YDR035W
2QPSW	5	ENSP00000263681	ENSDARP00000092475		AT1G78650.1	FBpp0292263	SPBC1734.02c.1	
2QPSX	1				AT1G03120.1,AT3G22490.1,AT3G22500.1			
2QPSY	1				AT2G44040.1,AT3G59890.1			
2QPSZ	1				AT1G07540.1,AT3G46590.2,AT5G13820.1,AT5G59430.2			
2QPT0	3	ENSP00000303058	ENSDARP00000111696			FBpp0084207		
2QPT1	1				AT1G17230.1,AT2G33170.1,AT5G63930.1			
2QPT3	4	ENSP00000379396,ENSP00000381007	ENSDARP00000098329,ENSDARP00000102414,ENSDARP00000117598	F45E10.1c		FBpp0302887		
2QPT4	4	ENSP00000362650	ENSDARP00000123265		AT3G03570.1,AT4G40050.1	FBpp0304371		
2QPT5	2						SPBPB2B2.09c.1	YHR063C
2QPT6	1				AT5G48830.2			
2QPT7	1							YBR275C
2QPT8	1				ATCG00540.1			
2QPT9	1				AT2G14680.2			
2QPTA	1				AT1G14740.1,AT3G63500.2			
2QPTB	3	ENSP00000368459	ENSDARP00000101596			FBpp0074855		
2QPTD	1				AT2G24130.1			
2QPTE	1				AT5G62270.2			
2QPTH	1				AT5G06990.1			
2QPTI	1				AT4G23620.2			
2QPTJ	1				AT1G31050.1			
2QPTN	2	ENSP00000309432,ENSP00000395249	ENSDARP00000086709,ENSDARP00000105943					
2QPTP	2	ENSP00000362122	ENSDARP00000068994					
2QPTQ	2						SPAC17A2.14.1,SPBC27B12.12c.1	YFL050C,YKL064W,YOL130W
2QPTS	2	ENSP00000346839	ENSDARP00000112231					
2QPTT	1				AT5G14150.1			
2QPTU	1				AT5G18670.1			
2QPTW	1				AT1G21670.1,AT1G21680.1,AT4G01870.1			
2QPTX	2	ENSP00000234453	ENSDARP00000073572					
2QPTZ	3	ENSP00000448012	ENSDARP00000124972			FBpp0304992		
2QPU0	1				AT1G12380.1,AT1G62870.1			
2QPU1	1				AT1G29910.1,AT1G29920.1,AT1G29930.1,AT2G05070.1,AT2G05100.1,AT2G34420.1,AT2G34430.1,AT3G27690.1			
2QPU2	1				AT1G05060.1			
2QPU3	1				AT1G60060.1			
2QPU4	3	ENSP00000298097	ENSDARP00000103689			FBpp0076269		
2QPU5	1				AT5G23570.1			
2QPU6	2						SPCC1183.04c.1	YOR017W
2QPU7	1				AT3G01560.1,AT4G28300.1,AT5G14540.1			
2QPU8	1							YIR007W
2QPUA	1				AT1G17450.2,AT1G58766.1,AT1G59077.1,AT1G59453.1			
2QPUB	3	ENSP00000366430	ENSDARP00000072766	ZK1248.19				
2QPUC	2	ENSP00000313875			AT1G20970.1			
2QPUD	1					FBpp0070245		
2QPUE	3	ENSP00000473290	ENSDARP00000021861			FBpp0074080		
2QPUF	2	ENSP00000334851	ENSDARP00000080008					
2QPUG	1				AT2G20120.1,AT2G20130.1			
2QPUI	3	ENSP00000381364	ENSDARP00000099714,ENSDARP00000115318		AT4G32820.2			
2QPUJ	1				AT1G26770.2,AT1G69530.3,AT2G03090.1,AT2G40610.1,AT5G05290.1,AT5G56320.1			
2QPUK	1				AT5G44150.1			
2QPUM	1				AT1G67840.1			
2QPUN	1				AT5G44030.1			
2QPUP	2	ENSP00000417061	ENSDARP00000118525					
2QPUQ	1				AT2G40400.2,AT3G56140.1			
2QPUR	1				AT1G68400.1,AT2G36570.1			
2QPUS	2	ENSP00000301972	ENSDARP00000099429					
2QPUT	1				AT1G29680.1,AT4G18920.1,AT5G45690.1			
2QPUU	2	ENSP00000450444	ENSDARP00000129667					
2QPUV	1				AT1G79710.1,AT5G25040.2,AT5G25050.1			
2QPUW	1				AT2G17990.1,AT4G36105.2,AT5G66250.4			
2QPUX	1				AT1G17620.1			
2QPUY	1				AT1G28290.1,AT2G33790.1			
2QPUZ	1					FBpp0076939		
2QPV0	2						SPAC30C2.08.1	YPL260W
2QPV1	1				AT5G15720.1			
2QPV2	2	ENSP00000358363	ENSDARP00000118732					
2QPV3	1				AT1G71190.1			
2QPV4	2	ENSP00000443292	ENSDARP00000121787					
2QPV5	1				AT3G08780.1			
2QPV6	1				AT1G07720.1,AT2G28630.1			
2QPV7	3	ENSP00000358718	ENSDARP00000091840			FBpp0084479,FBpp0084500,FBpp0291492		
2QPV8	1				AT5G53800.1			
2QPV9	1							YLR187W,YNL278W
2QPVA	1				AT3G06120.1			
2QPVB	2	ENSP00000462963	ENSDARP00000106828					
2QPVC	1				AT3G50910.1,AT5G66480.1			
2QPVE	1				AT1G55740.1,AT3G57520.1,AT5G20250.4			
2QPVF	1				AT3G17070.1,AT3G42570.1			
2QPVG	2	ENSP00000262102	ENSDARP00000048854,ENSDARP00000108041					
2QPVH	1				AT3G09250.2			
2QPVI	1		ENSDARP00000099884					
2QPVJ	1				AT3G50120.1,AT3G50130.1,AT3G50140.1,AT3G50150.1,AT3G50160.1,AT3G50170.1,AT3G50180.1,AT3G50190.1,AT3G50200.1			
2QPVK	3	ENSP00000327889	ENSDARP00000100119,ENSDARP00000100624			FBpp0082313		
2QPVM	1				AT1G01550.1,AT2G46080.1,AT3G61500.2,AT4G01360.1			
2QPVN	1				AT1G21450.1			
2QPVP	1							YLR451W
2QPVQ	1				AT2G20750.1,AT4G28250.1			
2QPVR	1				AT2G34730.2			
2QPVS	1				AT1G53310.3,AT1G68750.1,AT2G42600.1,AT3G14940.1			
2QPVT	1		ENSDARP00000128603					
2QPVU	1				AT5G05310.3			
2QPVV	2						SPAC1002.13c.1,SPBC2G2.17c.1	YIL123W,YNL066W
2QPVW	1				AT1G12990.1,AT1G67880.1,AT2G13290.1,AT3G01620.1,AT3G26445.1,AT3G27540.1,AT5G14480.1			
2QPVX	2	ENSP00000397566	ENSDARP00000123826					
2QPVZ	1				AT2G42200.1,AT3G57920.1,AT5G43270.1			
2QPW1	2	ENSP00000330432	ENSDARP00000055408,ENSDARP00000094368					
2QPW2	3	ENSP00000385357	ENSDARP00000073207			FBpp0071097		
2QPW4	3	ENSP00000457168	ENSDARP00000103515,ENSDARP00000104029	F54B3.1a				
2QPW5	3	ENSP00000476792		C35E7.4,C35E7.5a,F41E6.11,F42G2.6		FBpp0071121		
2QPW6	1				AT3G26790.1			
2QPW7	1				AT4G21550.1			
2QPW8	2	ENSP00000304642	ENSDARP00000099481					
2QPW9	2	ENSP00000311502	ENSDARP00000012786					
2QPWA	1				AT3G20070.1			
2QPWB	2	ENSP00000283357	ENSDARP00000050978					
2QPWC	2						SPBC336.12c.1	YLR182W
2QPWD	1				AT1G70200.1			
2QPWE	3	ENSP00000386227	ENSDARP00000107850,ENSDARP00000109382			FBpp0111579		
2QPWF	1				AT5G37020.1			
2QPWH	1				AT2G31620.1,AT3G21900.1,AT3G21910.1,AT3G21920.1,AT3G21930.1,AT3G21940.1,AT3G21970.1,AT3G21980.1,AT3G21990.1,AT3G22000.1,AT3G22010.1,AT3G22040.1,AT3G22050.1,AT3G22060.1,AT3G29040.1,AT3G58310.1,AT4G20530.1,AT4G20540.1,AT4G20550.1,AT4G20560.1,AT4G20570.1,AT4G20580.1,AT4G20590.1,AT4G20600.1,AT4G20610.1,AT4G20620.1,AT4G20630.1,AT4G20640.1,AT4G20650.1,AT4G20670.1,AT4G20680.1			
2QPWI	1				AT1G08590.1,AT4G28650.1			
2QPWJ	1	ENSP00000373674						
2QPWK	1				AT1G34380.2			
2QPWM	1				AT4G30420.1			
2QPWN	2	ENSP00000229758	ENSDARP00000056961					
2QPWP	1				AT1G70160.1,AT4G27020.1,AT5G54870.1			
2QPWQ	1				AT3G28140.1,AT5G40190.1			
2QPWR	3	ENSP00000348564	ENSDARP00000124014			FBpp0072673		
2QPWS	1				AT2G03330.1,AT3G11810.1			
2QPWT	1				AT2G02710.1			
2QPWU	3	ENSP00000245157	ENSDARP00000060999	F20D12.3				
2QPWW	1				AT1G04590.2			
2QPWY	2	ENSP00000394049	ENSDARP00000070990					
2QPWZ	2	ENSP00000310565,ENSP00000332151	ENSDARP00000082121,ENSDARP00000098812,ENSDARP00000126967					
2QPX0	1				AT1G63720.1,AT4G25620.1,AT5G52430.1			
2QPX1	1				AT4G18930.1,AT4G18940.1			
2QPX2	2	ENSP00000393154	ENSDARP00000043955,ENSDARP00000113137					
2QPX3	3	ENSP00000317817,ENSP00000359264	ENSDARP00000006017,ENSDARP00000038222,ENSDARP00000104233,ENSDARP00000111201			FBpp0078859		
2QPX4	2		ENSDARP00000046430	M03A8.1				
2QPX6	1					FBpp0081089		
2QPX8	1				AT3G21630.1			
2QPX9	2			C26C6.8		FBpp0086020		
2QPXC	1				AT1G32580.1,AT2G33430.1,AT2G35240.1			
2QPXD	1				AT1G68910.1,AT5G11390.1			
2QPXF	3	ENSP00000238855	ENSDARP00000117101,ENSDARP00000120759			FBpp0301707		
2QPXG	1							YDL133W
2QPXH	2		ENSDARP00000091772		AT3G01640.1,AT5G14470.1			
2QPXI	1				AT5G13950.3			
2QPXJ	1				AT4G31430.2			
2QPXK	2	ENSP00000339681,ENSP00000361345	ENSDARP00000077282,ENSDARP00000085864,ENSDARP00000086159,ENSDARP00000108315					
2QPXM	1				AT2G04270.5			
2QPXN	1							YLR095C
2QPXP	1				AT1G67060.1			
2QPXQ	1				AT3G48500.2			
2QPXR	1				AT3G22170.2			
2QPXS	1				AT1G30660.1,AT1G30680.1			
2QPXT	1				AT1G03495.1,AT1G03940.1,AT3G29590.1,AT3G29635.1,AT3G29636.1,AT3G29670.1,AT3G29680.1,AT3G29690.1,AT3G29720.1,AT5G39050.1,AT5G39080.1,AT5G39090.1,AT5G61160.1			
2QPXU	3	ENSP00000356057	ENSDARP00000094421			FBpp0083582		
2QPXV	1				AT2G11810.1,AT4G31780.2,AT5G20410.1			
2QPXX	2	ENSP00000353475	ENSDARP00000004546,ENSDARP00000052843					
2QPY0	1				AT2G17840.1,AT3G51250.1,AT4G35985.1			
2QPY3	1				AT4G26990.1,AT5G54920.2			
2QPY4	1				AT1G02180.1			
2QPY5	1				AT3G12710.1,AT5G44680.1			
2QPY6	2	ENSP00000326247,ENSP00000369292	ENSDARP00000100696,ENSDARP00000103393,ENSDARP00000128835					
2QPY7	1				AT3G08920.1			
2QPY8	1				AT3G50430.1			
2QPY9	1				AT3G53190.1,AT3G54920.1,AT5G04310.1			
2QPYA	1				ATCG00170.1,ATCG00180.1			
2QPYB	1					FBpp0083143		
2QPYC	1				AT4G24670.2			
2QPYD	1				AT1G02650.1,AT2G47440.1,AT3G62570.1,AT4G02100.1			
2QPYF	1				AT5G60700.1			
2QPYH	1				AT1G01360.1,AT4G01026.1,AT4G27920.1,AT5G53160.2			
2QPYI	2	ENSP00000400908	ENSDARP00000009148					
2QPYJ	1				AT4G24590.1,AT5G49710.3			
2QPYK	1				AT1G02460.1,AT1G48100.1,AT1G56710.1			
2QPYM	1				AT2G32040.1,AT5G54860.1			
2QPYN	2	ENSP00000314556	ENSDARP00000069215,ENSDARP00000118060					
2QPYP	1	ENSP00000387907						
2QPYQ	1				AT4G18270.1			
2QPYS	1				AT3G47090.1,AT3G47110.1,AT3G47570.1,AT3G47580.1,AT5G20480.1,AT5G39390.1,AT5G46330.1			
2QPYT	2	ENSP00000317891	ENSDARP00000099057					
2QPYU	2						SPBC1105.05.1	YLR300W,YOR190W
2QPYY	1				AT1G51950.1,AT3G16500.1			
