GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
UniProtKB	A0A096NK31	SIVA1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54926|ensembl:ENSMUSP00000021728	9555	Ensembl		20240129
UniProtKB	A0A096NQS5	SLC20A2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	9555	Ensembl		20240129
UniProtKB	A0A0A0MQ00	SLC20A2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	9685	Ensembl		20240129
UniProtKB	A0A0A0MQ86	Havcr1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	10090	TreeGrafter		20240201
UniProtKB	A0A0A0MVB9	AXL	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30530|ensembl:ENSP00000301178	9555	Ensembl		20240129
UniProtKB	A0A0A0MXK8	CLEC4G	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6UXB4|ensembl:ENSP00000327599	9555	Ensembl		20240129
UniProtKB	A0A0B4J1F6	Timd6	enables	GO:0001618	F	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000398400|UniProtKB:Q96D42	10090	GO_Central		20200214
UniProtKB	A0A0B4J1F6	Timd6	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF11	10090	TreeGrafter		20240201
UniProtKB	A0A0D9R3S5	ILF3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12906|ensembl:ENSP00000468181	60711	Ensembl		20240129
UniProtKB	A0A0D9R6U5	CLEC5A	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NY25|ensembl:ENSP00000449999	60711	Ensembl		20240129
UniProtKB	A0A0D9R6U5	CLEC5A	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R007|ensembl:ENSMUSP00000121848	60711	Ensembl		20240129
UniProtKB	A0A0D9R6U5	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	60711	TreeGrafter		20240201
UniProtKB	A0A0D9R7D5	CD209	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NNX6|ensembl:ENSP00000315477	60711	Ensembl		20240129
UniProtKB	A0A0D9R7E9	CLEC4G	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6UXB4|ensembl:ENSP00000327599	60711	Ensembl		20240129
UniProtKB	A0A0D9R9I2	CLDN1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	60711	Ensembl		20240129
UniProtKB	A0A0D9RBI8	CD81	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60033|ensembl:ENSP00000263645	60711	Ensembl		20240129
UniProtKB	A0A0D9REA1	HAVCR1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	60711	TreeGrafter		20240201
UniProtKB	A0A0D9RG51	PLSCR1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O15162|ensembl:ENSP00000345494	60711	Ensembl		20240129
UniProtKB	A0A0D9RR47	DAG1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14118|ensembl:ENSP00000312435	60711	Ensembl		20240129
UniProtKB	A0A0D9RR86	SLC20A2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	60711	Ensembl		20240129
UniProtKB	A0A0D9RRH5	CD55	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P08174|ensembl:ENSP00000356031	60711	Ensembl		20240129
UniProtKB	A0A0D9RSY5	DPP4	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27487|ensembl:ENSP00000353731	60711	Ensembl		20240129
UniProtKB	A0A0D9RZE2	SLC7A1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q09143|ensembl:ENSMUSP00000046714	60711	Ensembl		20240129
UniProtKB	A0A0D9S0W1	AXL	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30530|ensembl:ENSP00000301178	60711	Ensembl		20240129
UniProtKB	A0A0D9SBX5	CLDN6	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56747|ensembl:ENSP00000328674	60711	Ensembl		20240129
UniProtKB	A0A0G2JTX6	Clec5a	enables	GO:0001618	F	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:1345151|PANTHER:PTN000514254|UniProtKB:Q9NY25	10116	GO_Central		20180504
UniProtKB	A0A0G2JTX6	Clec5a	enables	GO:0001618	F	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1345151	10116	RGD		20110517
UniProtKB	A0A0G2JTX6	Clec5a	enables	GO:0001618	F	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9NY25	10116	RGD		20110520
UniProtKB	A0A0G2JTX6	Clec5a	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	10116	TreeGrafter		20240201
UniProtKB	A0A0G2JU13	Clec4g	enables	GO:0001618	F	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q6UXB4	10116	RGD		20201016
UniProtKB	A0A0G2JU13	Clec4g	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6UXB4|ensembl:ENSP00000327599	10116	Ensembl		20240129
UniProtKB	A0A0G2JXU8	Ace2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BYF1|ensembl:ENSP00000252519	10116	Ensembl		20240129
UniProtKB	A0A0G2JXZ7	Xpr1	enables	GO:0001618	F	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97932	10116	RGD		20180413
UniProtKB	A0A0G2K2H0	Axl	enables	GO:0001618	F	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P30530	10116	RGD		20201016
UniProtKB	A0A0G2K2T6	Ilf3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12906|ensembl:ENSP00000468181	10116	Ensembl		20240129
UniProtKB	A0A0G2K3I1	Slc7a1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q09143|ensembl:ENSMUSP00000046714	10116	Ensembl		20240129
UniProtKB	A0A0N8EUX7	ACE2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BYF1|ensembl:ENSP00000252519	10181	Ensembl		20240129
UniProtKB	A0A0P6J1Y4	HYAL2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35632|ensembl:ENSMUSP00000141280	10181	Ensembl		20240129
UniProtKB	A0A0P6J1Y4	HYAL2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12891|ensembl:ENSP00000350387	10181	Ensembl		20240129
UniProtKB	A0A0P6J3T0	DPP4	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27487|ensembl:ENSP00000353731	10181	Ensembl		20240129
UniProtKB	A0A0P6J4I5	CLEC4G	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6UXB4|ensembl:ENSP00000327599	10181	Ensembl		20240129
UniProtKB	A0A0P6JL83	CD81	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60033|ensembl:ENSP00000263645	10181	Ensembl		20240129
UniProtKB	A0A0R4J269	Clec5a	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	10090	TreeGrafter		20240201
UniProtKB	A0A1A6HIN1	A6R68_19524	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF11	56216	TreeGrafter		20240201
UniProtKB	A0A1A6HNI4	A6R68_21979	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	56216	TreeGrafter		20240201
UniProtKB	A0A1D5PVB6	SLC20A2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	9031	Ensembl		20240129
UniProtKB	A0A1D5Q330	AXL	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30530|ensembl:ENSP00000301178	9544	Ensembl		20240129
UniProtKB	A0A1D5QX52	EGK_14219	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	9544	TreeGrafter		20240201
UniProtKB	A0A1S2ZP58	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	9365	TreeGrafter		20240201
UniProtKB	A0A1S3A3F6	HAVCR1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	9365	TreeGrafter		20240201
UniProtKB	A0A1S3ESL0	Cldn6	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56747|ensembl:ENSP00000328674	10020	Ensembl		20240129
UniProtKB	A0A1S3ESL2	Cldn9	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95484|ensembl:ENSP00000398017	10020	Ensembl		20240129
UniProtKB	A0A1S3FF91	Cldn1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	10020	Ensembl		20240129
UniProtKB	A0A1S3FKK4	Clec5a	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	10020	TreeGrafter		20240201
UniProtKB	A0A1S3FSM1	Gpr15	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P49685|ensembl:ENSP00000284311	10020	Ensembl		20240129
UniProtKB	A0A1S3FXB9	Slc20a2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	10020	Ensembl		20240129
UniProtKB	A0A1S3G4D2	Hyal2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35632|ensembl:ENSMUSP00000141280	10020	Ensembl		20240129
UniProtKB	A0A1S3G4D2	Hyal2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12891|ensembl:ENSP00000350387	10020	Ensembl		20240129
UniProtKB	A0A1S3GBX3	Havcr1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	10020	TreeGrafter		20240201
UniProtKB	A0A1S3GHT7	Ace2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BYF1|ensembl:ENSP00000252519	10020	Ensembl		20240129
UniProtKB	A0A1S3GMK6	Ilf3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12906|ensembl:ENSP00000468181	10020	Ensembl		20240129
UniProtKB	A0A1S3WGQ5	DAG1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14118|ensembl:ENSP00000312435	9365	Ensembl		20240129
UniProtKB	A0A1S3WI98	HAVCR1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	9365	TreeGrafter		20240201
UniProtKB	A0A1U7Q5F1	Tyro3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q06418|ensembl:ENSP00000263798	10036	Ensembl		20240129
UniProtKB	A0A1U7QE11	Cd81	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60033|ensembl:ENSP00000263645	10036	Ensembl		20240129
UniProtKB	A0A1U7QL07	Siva1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54926|ensembl:ENSMUSP00000021728	10036	Ensembl		20240129
UniProtKB	A0A1U7QLW8	Cldn6	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P56747|ensembl:ENSP00000328674	10036	Ensembl		20240129
UniProtKB	A0A1U7QTA1	Ace2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BYF1|ensembl:ENSP00000252519	10036	Ensembl		20240129
UniProtKB	A0A1U7R129	Clec4g	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6UXB4|ensembl:ENSP00000327599	10036	Ensembl		20240129
UniProtKB	A0A1U7T161	LOC103257925	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NNX6|ensembl:ENSP00000315477	1868482	Ensembl		20240129
UniProtKB	A0A1U7T7B4	CLDN9	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95484|ensembl:ENSP00000398017	1868482	Ensembl		20240129
UniProtKB	A0A1U7TIP2	SIVA1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54926|ensembl:ENSMUSP00000021728	1868482	Ensembl		20240129
UniProtKB	A0A1U7TT14	CLEC5A	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NY25|ensembl:ENSP00000449999	1868482	Ensembl		20240129
UniProtKB	A0A1U7TT14	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	1868482	TreeGrafter		20240201
UniProtKB	A0A1U7TUT0	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	1868482	TreeGrafter		20240201
UniProtKB	A0A1U7TY97	ACE2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9BYF1|ensembl:ENSP00000252519	1868482	Ensembl		20240129
UniProtKB	A0A1U7UBS2	CLDN1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	1868482	Ensembl		20240129
UniProtKB	A0A1U7V3J5	ILF3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12906|ensembl:ENSP00000468181	1868482	Ensembl		20240129
UniProtKB	A0A1U8BJE2	Slc20a2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q08357|ensembl:ENSP00000429754	10036	Ensembl		20240129
UniProtKB	A0A1U8C3N0	LOC106021285	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF4	10036	TreeGrafter		20240201
UniProtKB	A0A1U8C999	Hyal2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35632|ensembl:ENSMUSP00000141280	10036	Ensembl		20240129
UniProtKB	A0A1U8C999	Hyal2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12891|ensembl:ENSP00000350387	10036	Ensembl		20240129
UniProtKB	A0A1U8CCB5	Cldn9	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95484|ensembl:ENSP00000398017	10036	Ensembl		20240129
UniProtKB	A0A1U8CLT4	Clec5a	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	10036	TreeGrafter		20240201
UniProtKB	A0A1U8CR95	Slc7a1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q09143|ensembl:ENSMUSP00000046714	10036	Ensembl		20240129
UniProtKB	A0A212CKQ0	Celaphus_00012324	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	46360	TreeGrafter		20240201
UniProtKB	A0A250YAX2	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	51338	TreeGrafter		20240201
UniProtKB	A0A286XCW8	CLDN1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	10141	Ensembl		20240129
UniProtKB	A0A286XHD5	XPR1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0U0|ensembl:ENSMUSP00000027741	10141	Ensembl		20240129
UniProtKB	A0A286XN52	DPP4	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27487|ensembl:ENSP00000353731	10141	Ensembl		20240129
UniProtKB	A0A286XNA0	DAG1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14118|ensembl:ENSP00000312435	10141	Ensembl		20240129
UniProtKB	A0A286Y1S5	SIVA1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54926|ensembl:ENSMUSP00000021728	10141	Ensembl		20240129
UniProtKB	A0A286Y4V7	CLEC5A	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9NY25|ensembl:ENSP00000449999	10141	Ensembl		20240129
UniProtKB	A0A286Y4V7	CLEC5A	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R007|ensembl:ENSMUSP00000121848	10141	Ensembl		20240129
UniProtKB	A0A286Y4V7	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	10141	TreeGrafter		20240201
UniProtKB	A0A286ZNT1	XPR1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0U0|ensembl:ENSMUSP00000027741	9823	Ensembl		20240129
UniProtKB	A0A286ZTI5	CD81	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P60033|ensembl:ENSP00000263645	9823	Ensembl		20240129
UniProtKB	A0A287A1F1	CLDN1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	9823	Ensembl		20240129
UniProtKB	A0A287BBR1	DAG1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q14118|ensembl:ENSP00000312435	9823	Ensembl		20240129
UniProtKB	A0A287CVK0	XPR1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9Z0U0|ensembl:ENSMUSP00000027741	43179	Ensembl		20240129
UniProtKB	A0A287D036	ILF3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12906|ensembl:ENSP00000468181	43179	Ensembl		20240129
UniProtKB	A0A287D1A1	HYAL2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O35632|ensembl:ENSMUSP00000141280	43179	Ensembl		20240129
UniProtKB	A0A287D1A1	HYAL2	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q12891|ensembl:ENSP00000350387	43179	Ensembl		20240129
UniProtKB	A0A287D6A2	AXL	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30530|ensembl:ENSP00000301178	43179	Ensembl		20240129
UniProtKB	A0A2D4JQY1	A0A2D4JQY1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	129467	TreeGrafter		20240201
UniProtKB	A0A2D4JQY9	A0A2D4JQY9	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	129467	TreeGrafter		20240201
UniProtKB	A0A2H6NKI4	A0A2H6NKI4	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	129465	TreeGrafter		20240201
UniProtKB	A0A2I2UNX1	CLDN1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95832|ensembl:ENSP00000295522	9685	Ensembl		20240129
UniProtKB	A0A2I2UTQ4	AXL	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P30530|ensembl:ENSP00000301178	9685	Ensembl		20240129
UniProtKB	A0A2I2Y2B4	TYRO3	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q06418|ensembl:ENSP00000263798	9595	Ensembl		20240129
UniProtKB	A0A2I2Y7Z5	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	9595	TreeGrafter		20240201
UniProtKB	A0A2I2YCK6	A0A2I2YCK6	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	9595	TreeGrafter		20240201
UniProtKB	A0A2I2YLJ2	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	9595	TreeGrafter		20240201
UniProtKB	A0A2I2YVG9	SIVA1	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54926|ensembl:ENSMUSP00000021728	9595	Ensembl		20240129
UniProtKB	A0A2I2Z2C4	CLDN9	enables	GO:0001618	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O95484|ensembl:ENSP00000398017	9595	Ensembl		20240129
UniProtKB	A0A2I2ZSE4	A0A2I2ZSE4	enables	GO:0001618	F	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN000398400|UniProtKB:Q96D42	9595	GO_Central		20200214
UniProtKB	A0A2I2ZSE4	A0A2I2ZSE4	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF9	9595	TreeGrafter		20240201
UniProtKB	A0A2I3FU39	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	61853	TreeGrafter		20240201
UniProtKB	A0A2I3GCT0	HAVCR1	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	61853	TreeGrafter		20240201
UniProtKB	A0A2I3GWT0	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	61853	TreeGrafter		20240201
UniProtKB	A0A2I3GXH0	A0A2I3GXH0	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47009:SF1	61853	TreeGrafter		20240201
UniProtKB	A0A2I3GYN8	CLEC5A	enables	GO:0001618	F	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTHR47536:SF1	61853	TreeGrafter		20240201
